product,1,product 1,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",product_1.jpg,icon_1.png,,,,,,
product,2,product 2,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",product_2.jpg,icon_2.png,,,,,,
product,3,product 3,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",product_3.jpg,icon_3.png,,,,,,
product,4,product 4,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",product_4.jpg,icon_4.png,,,,,,
product,5,product 5,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",product_5.jpg,icon_5.png,,,,,,
product,6,product 6,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",product_6.jpg,icon_6.png,,,,,,
product,7,product 7,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",product_7.jpg,icon_7.png,,,,,,
service,1,service 1,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",service_1.jpg,icon_1.png,,,,,,
service,2,service 2,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",service_2.jpg,icon_2.png,,,,,,
service,3,service 3,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",service_3.jpg,icon_3.png,,,,,,
service,4,service 4,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",service_4.jpg,icon_4.png,,,,,,
service,5,service 5,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",service_5.jpg,icon_5.png,,,,,,
service,6,service 6,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",service_6.jpg,icon_6.png,,,,,,
service,7,service 7,"Echo has been fine-tuned to deliver crisp vocals with dynamic bass response. Its dual downward-firing speakers produce 360¡ omni-directional audio to fill the room with immersive sound. Echo provides hands-free voice control for Amazon Music, Prime Music, iHeartRadio, and TuneIn. Plus, Echo is Bluetooth-enabled so you can stream other popular music services like Spotify, iTunes, and Pandora from your phone or tablet.",service_7.jpg,icon_7.png,,,,,,
home,1,About The Best Designs,"The Best Designs is a curation of the best of web design and their designers, featured for design excellence. Thousands of designers, students and business professionals visit regularly to see new work, upcoming trends or design inspiration. If you are looking for a talented web designer for your project, you can browse through the Designer Directory. These freelance designers and agencies have had at least one design featured here, which may help fine-tune your search for the best candidate. For designers and developers looking for employment, or for agencies posting jobs, please see our Design & Development Jobs, also curated for quality.",,,,,,,,
home,2,About The Best Designs,"The Best Designs is a curation of the best of web design and their designers, featured for design excellence. Thousands of designers, students and business professionals visit regularly to see new work, upcoming trends or design inspiration. If you are looking for a talented web designer for your project, you can browse through the Designer Directory. These freelance designers and agencies have had at least one design featured here, which may help fine-tune your search for the best candidate. For designers and developers looking for employment, or for agencies posting jobs, please see our Design & Development Jobs, also curated for quality.",,,,,,,,
home,3,About The Best Designs,"The Best Designs is a curation of the best of web design and their designers, featured for design excellence. Thousands of designers, students and business professionals visit regularly to see new work, upcoming trends or design inspiration. If you are looking for a talented web designer for your project, you can browse through the Designer Directory. These freelance designers and agencies have had at least one design featured here, which may help fine-tune your search for the best candidate. For designers and developers looking for employment, or for agencies posting jobs, please see our Design & Development Jobs, also curated for quality.",,,,,,,,
faq,1,Who is eligible to be issued with an e-Visa?,Nationals from the countries listed here are eligible for e-Visa.,,,,,,,,
faq,2,What is this alternate site collection service all about?,Applicants granted SPR under the AIP Scheme are eligible to apply for Singapore Citizenship after 2 years of permanent residence in Singapore.,,,,,,,,
faq,3,Who is eligible to be issued with an e-Visa?,Nationals from the countries listed here are eligible for e-Visa.,,,,,,,,
faq,4,What is this alternate site collection service all about?,Applicants granted SPR under the AIP Scheme are eligible to apply for Singapore Citizenship after 2 years of permanent residence in Singapore.,,,,,,,,
faq,5,Who is eligible to be issued with an e-Visa?,Nationals from the countries listed here are eligible for e-Visa.,,,,,,,,
